title,release_year,language,overview,vote_average,vote_count,popularity
Sigmund Freud: A Jew Without God,2022.0,Französisch,"An account of the life and work of the influential Austrian psychiatrist Sigmund Freud (1856-1939), an iconic figure and a godless demigod who dared to enter the darkest depths of the human mind; through his correspondence and his own voice, and that of his family and friends.",5.5,2.0,4.285
Underdog,2023.0,Französisch,"Winter, by night. Mirko, a 23-year-old student, has only a few hours left to pay back his unpaid rent or he will be evicted. As a bicycle deliveryman at night, he must succeed in making a maximum of orders to pay off his debt.",7.0,1.0,6.567
Propaganda: Engineering Consent,2018.0,Französisch,"How can the masses be controlled? Apparently, the American publicist Edward L. Bernays (1891-1995), a pioneer in the field of propaganda and public relations, knew the answer to such a key question. The amazing story of the master of manipulation and the creation of the engineering of consent; a frightening true story about advertising, lies and charlatans.",7.0,12.0,6.565
Romy Schneider & Alain Delon: An Enduring Passion,2022.0,Französisch,"Austrian actress Romy Schneider (1938) and French actor Alain Delon (1935), once fervent lovers in the early sixties, maintained a close friendship and a certain working relationship after their breakup until her death in 1984: a universal and eternal love.",7.2,5.0,3.377
L'Esprit de famille,2020.0,Französisch,"A writer must face the sudden death of his father, but after the burial, the latter reappears to him. He will have to learn to live with this facetious companion, but difficult to explain the situation to his family, because he is the only one who can see him. This disturbing presence will create an earthquake in the family.",5.528,54.0,2.833
Diane Has the Right Shape,2017.0,Französisch,"Diane doesn't hesitate for a moment when her best friends, Thomas and Jacques, ask her to be their surrogate mother. It is in these hardly ideal circumstances that she becomes infatuated with Fabrizio.",5.75,42.0,2.969
Vincent van Gogh Superstar,2019.0,Französisch,Documentary about famous painter Vincent van Gogh.,6.5,1.0,4.242
Hunting Ground,2023.0,Französisch,A silent man with a strange and morbid moral is engaging in a hunt for hunters without any concessions.,0.0,0.0,2.808
Creature Designers: The Frankenstein Complex,2015.0,Französisch,"The Frankenstein Complex takes a historical as well as a creative perspective, with a mix of fascinating scenes behind the camera, film clips, and dozens of interviews with all the big names in the industry. In addition to the many wonderful anecdotes, the film also offers a wealth of beautiful test material, while along the way showing how the art of filmmaking has changed over the years. An affectionate ode to monster makers throughout history.",7.18,25.0,4.926
The People vs. Agent Orange,2020.0,Französisch,Two women fight to hold the manufacturers accountable for the Agent Orange catastrophe. Incriminating documents disappear. Activists are threatened. A helicopter technician secretly films the contamination exposing a massive cover-up.,8.8,4.0,3.083
Dear Mother,2020.0,Französisch,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery.",5.854,189.0,5.463
Yo Mama,2023.0,Französisch,"Three housewives decide to get into rap music with an explosive videoclip, in order to reconnect with their 11 years old sons. Against all odds, they find success and they are overwhelmed by theit sudden fame in this strange world...",6.778,10.0,4.543
12 Days,2017.0,Französisch,A new documentary by filmmaker-photographer Raymond Depardon – where justice and psychiatry meet.,7.2,46.0,4.087
"Edlinger, la liberté au bout des doigts",2023.0,Französisch,"In the 1980s, Patrick Edlinger, nicknamed ""Le Blond"", painted with the grace of a poet the first chapter in the world history of free climbing. In his hands, marginal exercise has become a real lifestyle, carrying a message of freedom. His famous solos, beyond the proven feat they represent, bear witness to this. Life at Your Fingertips, the first internationally known climbing film, touched and inspired by generations of climbers; Edlinger was one of the meteors that shone light on the cliffs of the world by following the trajectory of a single idea: to be free to live only by ""climbing"". Yet the man capable of concessions in the face of the necessities of life (competitions, advertisements) and pressure from the media, his public and the desires he aroused.",10.0,1.0,4.51
Achoura,2020.0,Französisch,"Four childhood friends are reunited when one of them surfaces after twenty years, forcing them to confront a creature straight out of a spine-chilling Moroccan legend.",5.0,20.0,6.527
Blanche Gardin: I Talk to Myself,2017.0,Französisch,"Touching on bulimia, death and cat sodomy, this French actress and comedian is keen to push the envelope in a one-woman show with understated flair.",7.814,97.0,4.115
Kiss Me!,2017.0,Französisch,Claude falls in love with Cécile. She is convinced that she is the woman of her life unlike her mother who knows the tumultuous sentimental life of her daughter.,5.484,64.0,6.525
At War,2018.0,Französisch,"After promising 1100 employees that they would protect their jobs, the managers of a factory decide to suddenly close up shop. Laurent takes the lead in a fight against this decision.",7.052,162.0,6.205
Walter,2019.0,Französisch,"For Goran and his team of amateur shooters, the plan was almost perfect: to enter a hypermarket at night to rob a jeweler. But these ""broken arms"" had not anticipated the arrival of a vigil like no other: Walter, a former African warlord who will send them to hell .",5.462,145.0,4.705
When Love Digs a Hole,2018.0,Französisch,"A troubled teenager falls in love with Florence, his 73-year-old neighbor.",6.7,3.0,4.044
The Green Perfume,2022.0,Französisch,"In the middle of a performance at la Comédie-Française, an actor dies on stage, poisoned. Martin, member of the troupe and friend of the victim, becomes the center of everyone’s attention. Suspected by the police, he’s also chased by a mysterious organization, Le Parfum vert, that seems to have ordered the murder.",5.306,85.0,6.496
Helen Mirren - Queen of Actresses,2023.0,Französisch,"Helen Mirren, the most versatile of British actresses, has played diverse roles in her long and distinguished career, from sexually charged Shakespearian roles to secret agents to Queen Elizabeth II. This documentary paints a portrait of a strong woman, guided by her feminist convictions as a performer and in her private life.",7.0,1.0,4.511
100% Organic,2021.0,Französisch,The daughter of a Basque butcher brings her new boyfriend — a Parisian vegan — home to meet her family.,5.232,28.0,3.048
Hitler's War on Oil: Objective Baku,2015.0,Französisch,"This film tells the story of World War II as experienced by the inhabitants of Baku, the capital of Azerbaijan, at the time a satellite of Moscow. The very rich oil deposits of the region aroused the covetousness of Hitler who needed the oil from Baku to carry out his program of world domination. His entire campaign of 1942-1943 was aimed at seizing them. But the Soviets and the Allies were determined to prevent him from doing so, by all means, including the most radical, even if it meant wiping the city off the map.",7.2,2.0,4.009
Le Regard Tairraz,2015.0,Französisch,"For a century and a half, mountain images by their beauty have largely gained from its influence, its frequentation and its development. But they are also a tool in the service of science, fixing the transformation of landscapes, habitats... Over 150 years, the Tairraz dynasty photographed the mountain. Four generations of photographers have magnified the Mont-Blanc massif. From the first photograph taken at the summit of Mont-Blanc in 1861 to the present day, this art is at the origin of many mountaineering vocations and has largely contributed to the tourist development of these formerly ignored valleys. Here is the wonderful story of a dynasty of photographers, the Tairraz, which stretches from 1861 to the dawn of the 2000s.",10.0,1.0,2.777
Amélie: The Real Story,2023.0,Französisch,The truth about the real Amélie Poulain is finally revealed.,4.333,3.0,4.812
Invincible été,2023.0,Französisch,"Imagine bad news. Really bad news. The kind of news that calls everything into question. That's what happened to Olivier Goy one morning in December 2020. He was diagnosed with amyotrophic lateral sclerosis (ALS), also known as Charcot's disease. In one sentence, the simplified diagnosis fell: he probably had only three years to live and no treatment. But Olivier has decided to ignore this countdown. He intends to live life to the fullest, in spite of his handicap, and make the most of every second. We follow his new daily life, as a committed entrepreneur with a passion for technology, as a father concerned about preserving his cocoon, as a patient with an incurable disease.",9.0,1.0,3.76
Coma,2022.0,Französisch,"The moment a teenage girl begins to spread her wings coincides with a global health crisis. Locked indoors, she experiences life in a state of limbo. In between reveries and video chats with her friends, she follows an influencer named Patricia Coma. A device she buys from her, called a revelator, leads her to question how much free will she actually has.",6.0,15.0,6.447
I'm All Yours,2015.0,Französisch,"Charming thirty-year-old Hanna Belkacem has inherited the gene from her parents: she is unable to say no. And as she is the Director of Human resources of a big firm such infirmity is not without its problems, particularly when she has to fire someone. The only solution she has found to be forgiven is to... get l* with the men she lays off!",5.449,68.0,3.486
The Beast in the Jungle,2023.0,Französisch,"The club as a place of endless (im)possibilities. A man and a woman wait here together for 25 years for a mysterious, all-changing event to occur. From 1979 to 2004: from disco to techno. A love story and an obsession.",6.1,21.0,6.434
The Love Letter,2021.0,Französisch,"Jonas, a 40 something Parisian, is still desperately in love with his ex-girlfriend Léa. When he knocks on her door to confess his feelings and she turns him down, he ends up at the café downstairs. Inspiration strikes and he sits down to write her a long love letter, dodging everything he was supposed to do that day. What begins as a last attempt to get her back surprisingly turns into a vivid musing on the state of his life. Over the course of a day, helped by a wisecracking bartender and an array of patrons from the neighborhood, Jonas has to face his past relationships, his uncertain future and, most of all, himself.",5.7,46.0,3.087
Monsieur Constant,2023.0,Französisch,"On the island of the monks in Brittany, Constant Lucas, a former war photographer, lives in the memory of the one who was nicknamed ""the star of Siberia"". The old man cannot forget this passionate love that haunts him! His son Sergio suddenly arrives on the island with the little Adela that the old man does not know...",0.0,0.0,3.726
The Cemetery of Cinema,2023.0,Französisch,"Thierno Souleymane Diallo sets out with his camera in search of the birth of filmmaking in Guinea. Charming and determined, he traces his country’s film heritage and history and reveals the importance of film archives.",6.6,4.0,4.09
Breath of Life,2018.0,Französisch,"Simon is an experienced doctor who rubs shoulders with death on a daily basis as part of his job in an intensive care unit. Like any good professional, he has learnt to shield himself from it. But when his mother is hospitalised in a nearby unit, and is in a critical condition, his private life and professional life clash spectacularly. Simon’s whole world, and all his certainties and beliefs, are shaken to the core – even to the extent of re-evaluating his career...",6.2,58.0,4.934
Stay With Us,2022.0,Französisch,"Gad Elmaleh decides to leave New York and move back to Paris, to get baptized and become a Catholic. Despite his attempt to hide the truth from his Jewish family, Gad's parents discover their son's unconditional love for the Virgin Mary – and for them, it’s a nightmare! Determined to bring Gad back to reason and to his Jewishness, they turn his conversion into a battlefield - as Gad tries to make them understand by any means necessary that his sincere beliefs do not change his identity and the love he has for his family.",5.795,73.0,5.904
Survivre à la vasectomie,2023.0,Französisch,Rémi-Pierre Paquin accompanies a brave man who has decided to undergo vasectomy.,0.0,0.0,2.975
Charlotte Salomon: Life and the Maiden,2022.0,Französisch,"In 1940, the German artist Charlotte Salomon (1917-43) undertook an extraordinary artistic adventure, during which she combined painting, text and music: in only eighteen months, she painted more than a thousand paintings. In 1943, she was arrested by the Nazis and sent to the Auschwitz extermination camp.",8.5,2.0,6.39
The Sketch,2023.0,Französisch,"Upon his arrival in Paris, filmmaker Tomas Cali immerses himself in learning French, as well as the language of sketching. In an art studio, he meets transgender life model Linda Demorrir, who helps him to connect with himself and his new city in a profoundly different way.",0.0,0.0,3.471
Back Home,2020.0,Französisch,The prodigal son of a family in turmoil returns home to his French rural home to reconnect with his family and make sense of their dysfunctions.,5.7,53.0,5.534
Brad Pitt: More Than a Pretty Face,2022.0,Französisch,"Brad Pitt is a singular actor in Hollywood's glamorous world, breaking through his ""playboy image"" and embodying American cinema's renewal. At the beginning there was a humble Midwestern aware of being a smokescreen for the illusions of his time, who has managed to keep control of his image to better serve the most talented directors of our time. To name but a few: David Fincher, Quentin Tarantino, the Coen brothers, Terrence Malick, James Gray and soon Damien Chazelle. This documentary dives into the brain of a complex, brilliant and endearing personality, far from the cliché of a world-famous movie icon to discover the hidden side of the most handsome man in the world.",7.269,13.0,5.349
All About Yves,2019.0,Französisch,"Jerem decides to settle at his grandma’s place to compose his first album. There he meets So, a mysterious investigator working on behalf of the startup Digital Cool.  She will persuade Jerem to try out Yves, a new kind of smart refrigerator gifted with an IA.",5.2,98.0,4.132
The White Knights,2015.0,Französisch,"Jacques Arnault, head of Sud Secours NGO, is planning a high impact operation: he and his team are going to exfiltrate 300 orphan victims of the Chadian civil war and bring them to French adoption applicants. Françoise Dubois, a journalist, is invited to come along with them and handle the media coverage for this operation. Completely immersed in the brutal reality of a country at war, the NGO members start losing their convictions and are faced with the limits of humanitarian intervention.",5.6,40.0,3.634
French Tour,2016.0,Französisch,"Far’Hook is a 20-year-old rapper. Following a violent dispute with a rival, he’s forced to leave Paris for a while. His producer, Bilal, suggests that Far’Hook acts as driver for Bilal’s father, Serge, on a tour of French ports, following in the footsteps of the classic painter Joseph Vernet.  Despite the age gap and culture clash, an unlikely friendship forms between this talented rapper and a bricklayer from the north of France during a road trip that concludes in Marseille for a final concert, one of reconciliation.",5.4,38.0,3.073
"Strong, aussi forts que fragiles",2023.0,Französisch,"Discover STRoNG, as strong as they are fragile, a new documentary which takes a modest look at mental health and depression in high-level sport through the testimonies of surfer Jérémy Florès, swimmer Camille Lacourt, skier Perrine Laffont, handball player Valentin Porte and fencer Ysaora Thibus.",0.0,1.0,3.512
Robust,2022.0,Französisch,"When his right-hand man and only mate has to go away for a few weeks, Georges - an ageing film star - is given a substitute, Aïssa. The disillusioned actor and the young female security guard forge a special relationship.",5.1,23.0,6.317
Pornstar,2019.0,Französisch,"After several years absence, a former porn star has decided to make a comeback during an erotica trade fair. But, between a failing personal life, a body that is no longer in the flower of youth, and the profound changes the milieu has gone through, doubt sets in.",5.5,4.0,5.556
Nobody's Perfect!,2017.0,Französisch,"Gerard is tired of being taken for a good apple by his beautiful family. He leaves everything and starts a garage in a village nestled at the bottom of the Gâtinais ... In front of the garage, there is a lovely inn, run by Barbara: a beautiful woman, disconcerting, mysterious, unpredictable. Their encounter will spark ...",5.6,53.0,3.273
"Fernand Pouillon, l'architecte le plus recherché de France",2023.0,Französisch,"The work of Fernand Pouillon, ""France's most wanted"" architect after being imprisoned and mysteriously escaping in the 1960s, now seems to have faded into the background. However, in 50 years he has built more than 5 million square meters, mainly between France and Algeria, at a frantic pace, traveling tens of thousands of kilometers per week, by propeller plane, to go to construction sites. at night or at dawn between Marseille, Paris, Algiers or in the middle of the desert, until you burn your wings. Among others, Fernand Pouillon decided to build houses for the most modest.",10.0,1.0,4.985
Hannah,2018.0,Französisch,A woman grapples with the consequences of her husband's imprisonment.,5.657,51.0,6.273
A Revision,2021.0,Französisch,"A professor of philosophy teaches lessons to his awakened students. One day, one of his students decides to put his lessons into practice, and she goes on a journey that shakes her deepest convictions.",6.3,3.0,2.683
Three Times Nothing,2022.0,Französisch,"Twig, Cap and Rusty live however they can in the Bois de Vincennes, east of Paris. This may completely change the day they learn they are the national lottery winner – though it is less than expected! Yet, they still need to collect the money and share it in equal parts. The hardest part of all will be to resume a “normal” life, filled with surprises and contradictions.",6.391,55.0,3.341
Real Love,2019.0,Französisch,"Forbach, East of France, today. Mario, a man without much ambition, except where love is concerned, is back to square one after his wife left home. He now must raise his two adolescent daughters by himself, while going through some sort of a teenage crisis of his own. 14-year-old Frida blames her father for their mother's leaving and she develops ambivalent feelings towards her new girlfriend. 17-year-old Niki will soon leave home. Until then, she lives the good life. Mario can't help but lose the women he loves. Yet they must all agree to let one another go.",6.046,65.0,3.628
Grand Froid,2017.0,Französisch,"In a small town lost in the middle of nowhere, Edmond Zweck's funeral business is on the wing. The company now has only two employees: Georges, Zweck's right-hand man, and Eddy, a young man still a novice in the trade. One fine morning, however, a dead man pointed his nose. Hope is born again. Georges and Eddy are responsible for leading the deceased to his last abode. But in search of the cemetery that can not be found, the funeral convoy goes astray and the journey turns into a fiasco.",5.408,60.0,3.226
Chacun pour tous,2018.0,Französisch,"In order to participate with medal options in the Sydney 2000 Paralympic Games, the national coach of France decides to form a basketball team composed mostly of fake mentally disability. Once in Australia, the fraudsters must fake their disability by living with the other athletes in the Olympic village or by attending the media in the post-match press conference.",6.197,152.0,4.927
Angel Face,2018.0,Französisch,"8-year-old Elli and her mother, Marlène, live in a small town by the French Riviera where they act out to relieve boredom and hide from social services. When Marlène caves in to yet another night of excess, she chooses to leave Elli behind for a man she just met. The young child must confront her mother's demons in order to get her back.",6.318,132.0,5.176
Artemis - The Lost Temple,2023.0,Französisch,"The location of the sanctuary of Artemis at Amarynthos has long remained one of the last great archaeological enigmas of Ancient Greece. This vast Artemision is mentioned in several ancient texts, which even go so far as to specify the distance that separates the sanctuary from the ancient city of Eretria. But despite the efforts of numerous scientific expeditions since the end of the 19th century, no trace of the sanctuary or its temple has ever been found. In the 1960s, a young archaeologist - Denis Knoepfler - set out in search of the lost temple of Artemis. His investigations soon led him into the hinterland of the island of Euboea, well beyond the limits of previous expeditions. It would take five decades of searching, unshakeable faith and moving tons of earth to finally unravel the mystery. In 2017, a tenacious Swiss-Greek team of archaeologists formally identified the sanctuary of Artemis, where Denis Knoepfler had predicted it lay buried.",10.0,2.0,3.538
Louise by the Shore,2016.0,Französisch,"On the last day of summer in a small seaside resort town, an older woman named Louise realizes that the last train has departed without her. She finds herself alone in the town, abandoned by everyone. As the weather turns for the worse and with no one to keep her company, louise must rely on her past to help her survive the present.",7.0,63.0,3.564
My Out-Laws,2019.0,Französisch,"When their daughter decides to get a divorce, Coline and Andre can’t come to terms with it as they are very fond of their son-in-law. The only way to keep seeing him is in secret. But for how long can they lead a double life?",5.66,162.0,4.427
Richelieu,2023.0,Französisch,"A French-to-Spanish interpreter working for a food processing plant that hires seasonal workers from Guatemala is, at first determined to obey the sometimes excessive directives of the young boss, but she befriends the workers and tries to defend them against the exploitation they suffer.",7.5,10.0,5.765
When Granny Meets Grandpa,2021.0,Französisch,"Everyone's favorite fun-loving Granny Aurore goes overboard while partying and has a little accident! She loses her memory and gets put in a nursing home. When her grandkids hear her mention a mysterious man named ""Gerry"", they put all seven of their heads together to figure out who he is: Aurore's first and only true love who just might turn out to be their long-lost grandfather, too! Hoping to trigger old memories that could snap her out of her amnesia, they join forces to sneak Aurore out of the nursing home and set out into the wilderness on a mission to find the legendary ""Grandpa Gerry"". But the adventure turns out to be a lot more than they bargained for!",5.488,42.0,5.44
The Man in the Basement,2021.0,Französisch,"A Parisian couple decides to sell an unsanitary basement in their building. A very ordinary, nondescript man, Mr. Fonzic, shows up to buy it. Nothing unusual there, until the man moves into the cellar and makes it his permanent residence. The couple tries desperately to cancel the sale but to no avail. Worse, Mr. Fonzic becomes a threat to their family as he befriends their teenage daughter on whom he seems to exert a perverted influence.",5.6,77.0,3.991
"Avec Florent Pagny, tout le monde ELA",2023.0,Französisch,"Tribute concert dedicated to Florent Pagny, recent cancer survivor, celebrated with various French singers.",8.0,1.0,3.492
Love in Lapland,2017.0,Französisch,"When an administrator in Paris is sent to Sweden to close a toy company before Christmas, she meets the manager, who plays with her heartstrings.",6.38,54.0,6.184
Lady J,2018.0,Französisch,"When a romance between a widow and a notorious libertine takes an unexpected turn, Mademoiselle de Joncquières becomes instrumental to one lover’s plans for revenge.",6.382,271.0,5.918
Room 999,2023.0,Französisch,"In 1982, Wim Wenders asked 16 of his fellow directors to speak on the future of cinema, resulting in the film Room 666. Now, 40 years later, in Cannes, director Lubna Playoust asks Wim Wenders himself and a new generation of filmmakers (James Gray, Rebecca Zlotowski, Claire Denis, Olivier Assayas, Nadav Lapid, Asghar Farhadi, Alice Rohrwacher and more) the same question: “is cinema a language about to get lost, an art about to die?”",6.0,4.0,5.334
School's Out,2018.0,Französisch,"Pierre Hoffman joins a prestigious school as a substitute teacher and soon notices, among some of his students, an unjustified hostility and a spark of violence in their eyes. Is it because the unspeakable tragedy they have just experienced? Is it because they seem to be extraordinarily gifted children? Is it because they have lost all hope for the future? From curiosity to obsession, Pierre will try to unlock their secret.",6.0,278.0,5.917
When Margaux Meets Margaux,2018.0,Französisch,"20-year-old Margaux makes the acquaintance of 45-year-old Margaux: they have a lot in common – so much so that it turns out they are one and the same person, at two different ages and stages of their life…",5.202,57.0,4.377
Tomorrow and Thereafter,2017.0,Französisch,"Mathilde is nine years old. Her parents have separated. She lives with her mother, a fragile person who hovers at the edge of madness. It is a story of a unique love between a daughter and her mother.",6.318,33.0,2.655
Paradise Beach,2019.0,Französisch,"A team of former robbers arrived at Paradise: Phuket, southern Thailand. Now traders, they are happy days. Until the day when the devil arrives: Mehdi, sentenced to 15 years in prison during the robbery, comes to recover his share of the cake.",5.251,171.0,5.667
Rodeo Girls,2023.0,Französisch,"In Texas, where rodeo is an institution, three very young girls immerse themselves in the tough world of this spectacular and dangerous sport, proving that it is not just for men.",7.0,1.0,3.733
Generation Y X Sluts,2017.0,Französisch,"The same place, the same questionnaire, seven girls from generation Y, gathered for the same project: ""Are you ready for porn?"" Their weaknesses, their reactions, their attitude facing a camera... A closed door to enter the porn industry.",0.0,0.0,3.663
Aznavour by Charles,2019.0,Französisch,"In 1948, French singer Charles Aznavour (1924-2018) receives a Paillard Bolex, his first camera. Until 1982, he will shoot hours of footage, his filmed diary. Wherever he goes, he carries his camera with him. He films his life and lives as he films: places, moments, friends, loves, misfortunes.",6.9,16.0,2.628
Dreamchild,2020.0,Französisch,"François and Noémie run a sawmill in the mountains not far from the Swiss border. François has taken over his family's business, making him the fourth generation. He dreams of having a child. After years of failed fertility assistance, they give up on having a baby of their own and turn to adoption. But then François meets Patricia, new to the neighborhood. They begin a passionate affair. Soon after, Patricia gets pregnant.",5.913,23.0,3.108
The Crusade,2021.0,Französisch,"Abel, Marianne and their 13-year-old son Joseph live together in Paris. Their everyday existence is thrown into turmoil when Abel and Marianne discover that Joseph has secretly sold valuables from the family home to finance a mysterious ecological project he and his friends have in Africa. They’re about to save the planet.",5.245,47.0,5.084
The Mountain,2023.0,Französisch,"Pierre, a Parisian engineer, goes up in the Alps for his work. Irresistibly attracted by what surrounds him, he camps out alone high in the mountains and leaves behind his everyday life. Up there he meets Léa, a chef of an alpine restaurant, while mysterious glows glitter in the deep mountains…",5.7,42.0,3.695
Murder in Martigues,2016.0,Französisch,"Elisabeth Richard, a district attorney, and Paul Jansac, a police officer are in charge of the investigation of the death of Pierre Saint-Florent whose corpse was found in a beach near Martigues.",6.273,11.0,2.614
Yakari: A Spectacular Journey,2020.0,Französisch,"With his tribe's move to follow the migrating bison, Yakari, the little Sioux boy, sets out on his own to follow the trail of Little Thunder, a wild mustang said to be untameable. Travelling far from home and deep into the territory of the terrible cougarskins, Yakari and Little Thunder undertake a great adventure and find their way back home.",6.043,47.0,4.074
Hiver,2023.0,Französisch,"It's winter and like every year, the little Seghers family goes to Tignes where they have a chalet. Rosa accompanies them to take care of housekeeping and housekeeping. But this year, there is something new: we asked Rosa to take her son Aurelian, so that he can learn the joys of skiing.",0.0,0.0,2.607
Paula,2023.0,Französisch,"Paula is 11. She is bored at school and has only one friend : Achille. Her father gives her a surprise : they will spend next summer in the house of her dreams by a lake. But time flies, autumn is coming, and they still don't come back.",6.4,4.0,4.315
A Tale of Springtime,2023.0,Französisch,"A program of 4 short films to awaken nature and hearts! Spring is just around the corner. In the middle of the jungle or the forest, nature takes back its rights, encounters surprise more than one, feelings of love blossom and troubadours sing for the queen. Stories of great originality brought to life by young animation talents to celebrate this season full of promise.",6.2,4.0,4.555
Scarlet,2023.0,Französisch,A French widower and WWI veteran returns home after the war to raise his newborn daughter.,6.9,63.0,5.82
After Blue (Dirty Paradise),2021.0,Französisch,"In a faraway future, on a wild and untamed female inhabited planet called After Blue, a lonely teenager named Roxy unknowingly releases a mystical, dangerous, and sensual assassin from her prison.",5.212,52.0,3.225
Daguerrotype,2016.0,Französisch,An aging photographer's obsession with an early form of photography draws his assistant and daughter into a work of mystery.,5.72,41.0,2.592
Would I Lie to You: The Beginning,2019.0,Französisch,"In 1980s Paris - Patrick, Dov, Yvan and Serge are young men seeking success in love and business... with varying success.",4.889,72.0,4.817
Tozoom,2022.0,Französisch,"Tozoom site Africa conceals treasures that ignite the imagination of travellers, but also that of all... Who has not dreamed of this magical continent and of living adventures there, Clover tomas when he was well seated in its sometimes somewhat mischievousness, this work envelops you in a very friendly warmth and manages to conquer it.",10.0,2.0,2.588
La fille qu'on appelle,2023.0,Französisch,"One morning, Laura Corre files a complaint against the former mayor of the southern town where she grew up, who had recently joined the government. She has to face the reluctance of the police officers taking her statement. After leaving Paris, Laura had returned to live with her father, Max, a former boxer who had become the mayor's chauffeur. Seeing an easy target in the shy young girl, the mayor agreed to pull some strings to get her a place to live.",5.3,7.0,4.161
À mon tour,2022.0,Französisch,"Chateauneuf-sur-Valone, Mayor Félix de Ponte is preparing for his re-election, hoping to beat the far-right candidate Jean-Luc Molment Martinez. But when a video revealing his extra-marital affair is broadcast on the networks, Félix's life will be turned upside down. Devastated, betrayed and humiliated, his wife, Rose, decides to react and runs against him in the elections.",5.7,10.0,2.585
Breakpoint: A Counter History of Progress,2019.0,Französisch,"An account of the last two centuries of the Anthropocene, the Age of Man. How human beings have progressed so much in such a short time through war and the selfish interests of a few, belligerent politicians and captains of industry, damaging the welfare of the majority of mankind, impoverishing the weakest, greedily devouring the limited resources of the Earth.",7.7,23.0,5.095
The Troubleshooter,2018.0,Französisch,"Alex, 43, is not a man of many responsibilities. He works as a tow truck driver in the car repair garage run with an iron fist by his mother Antoinette. She hopes he will someday take over the business, but Alex manages to consistently prove that he’s not up to the task. One day, he assists a woman whose car broke down and ends up spending the night at her place. The next morning, she is nowhere to be found, and Alex discovers he is alone... with three kids!",5.798,171.0,4.902
Lola and the Sea,2019.0,Französisch,"Just when Lola, 18 years old and transgender, learns that she can finally have surgery, her mother, who is her only financial support, passes away. Abiding by her mother’s last wishes, Lola and her father, who are permanently in conflict and have not seen each other for two years, undertake a journey all the way to the Belgian coast. They realize the outcome of the journey may not be the one they were both expecting...",6.525,60.0,3.454
Love in Bora Bora,2018.0,Französisch,"Valentine is convinced she’s in love with Jérôme, her best friend and work partner. She decides to share her feelings with him while they’re away in Bora Bora on a business trip. But there’s a bad surprise in store: Jérôme’s new girlfriend, Céleste, has decided to tag along. Valentine will have to put up a real fight to win over the love of her life, under the amused gaze of Marc, their guide in the “lovers’ paradise.” But as the days roll by, Valentine realizes she was wrong about Jérôme, and discovers true love elsewhere…",5.614,70.0,6.002
Men on the Verge of a Nervous Breakdown,2022.0,Französisch,"Seven men, all city-dwellers aged between 17 and 70, with nothing in common apart from the fact that they are all on the verge of a nervous breakdown, meet up at a lonely sta- tion for an unusual course in the wild that is supposed to get them back on their feet. Each step in this boot camp, designed by an eccentric and feisty female coach, aims to reveal them to themselves. The task seems to be a tough one, especially as nothing goes as planned between these men.",5.306,67.0,5.991
Ogres,2016.0,Französisch,"There's drama aplenty for the travelling theatre company Chekhov Cabaret. The actors share the good times and the bad as a nomadic tribe where work and private life always mingle. They don’t mince words, these obstreperous actors with a sardonic sense of humour. Theatre always comes first.",6.51,52.0,3.457
The Family,2023.0,Französisch,"Two intertwined families who have made half a century of cinema. La Grande Bouffe, We won’t grow old together, Tchao Pantin, Apocalypse Now, Bienvenue Chez les Ch’tis, The Artist. At the center of this family, an unknown to the general public: Paul Rassam. His brother and his brother-in-law are more famous: the sulphurous Jean-Pierre Rassam and Claude Berri. It is a story peppered with drama, and today, a new generation has taken over. Thomas Langmann – son of Claude Berri – and Dimitri Rassam, son of Carole Bouquet and Jean-Pierre Rassam.",8.0,1.0,5.208
Lola Pater,2017.0,Französisch,"When his mother dies, Zino decides to look for his father, Farid. But twenty-five years ago, Farid became Lola.",6.2,29.0,3.016
Mission Kathmandu: The Adventures of Nelly & Simon,2017.0,Französisch,"Quebec, 1956. The impulsive and headstrong Nelly Maloye, a novice private eye, joins the methodical and pragmatic Simon Picard, a research scientist in a dubious quest to prove the existence of the elusive Yeti. The brave-hearted heroes come face-to-face with countless dangers during their trek through the heart of the Himalayas.",5.6,32.0,4.856
Jailbirds,2016.0,Französisch,"In order to save the man she loves from jail, Mathilde takes his place by helping his break-out. While she exclusively relies on him to survive in this prison setting, Mathilde has not heard from him since her imprisonment. Isolated, with her son as her only support, she is now identified by the inmate number 383205-B. Will Mathilde become a convict like any other one?",5.7,86.0,4.474
The Stopover,2016.0,Französisch,"At the end of their tour of duty in Afghanistan, two young military women, Aurore and Marine, are given three days of decompression leave with their unit at a five-star resort in Cyprus, among tourists. But it's not that easy to forget the war and leave the violence behind.",5.4,47.0,4.304
The Red Princess,2022.0,Französisch,"Who is Kim Yo-jong? In a context of maximum tensions between North Korea and the United States, Pierre Haski paints an unprecedented portrait of the little sister of Kim Jong-un, whose influence in Pyongyang is growing stronger day by day.",7.0,3.0,3.999
Florida,2015.0,Französisch,"Although he's now eighty years old, Claude Lherminier is still as imposing as he ever was. But his bouts of forgetfulness and confusion are becoming increasingly frequent. Even so, he stubbornly refuses to admit that anything is wrong. Carole, his oldest daughter, wages a daily and taxing battle to ensure that he's not left on his own. Claude suddenly decides on a whim to go to Florida. What lies behind this sudden trip?",6.405,73.0,3.583
